"Id_0,N,10,0","Id,N,24,15","Temporada,N,24,15","Ambito,C,7","Codreg,N,24,15","Codprov,N,24,15","Codcom,N,24,15","Numero,N,24,15","Nombre_inc,C,40","Utm_este,N,24,15","Utm_norte,N,24,15","Inicio_c,C,26","Combus_i,C,21","Causa_gene,C,76","Causa_espe,C,140","Pino_0010,N,24,15","Pino_11_17,N,24,15","Pino_18,N,24,15","Eucalipto,N,24,15","Otras_plan,N,24,15","Total_plan,N,24,15","Arbolado,N,24,15","Matorral,N,24,15","Pastizal,N,24,15","Total_veg,N,24,15","Agricola,N,24,15","Desechos,N,24,15","Total_otra,N,24,15","Sup_t_a,N,24,15"
30,30.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,38.000000000000000,MEDIA LUNA II,259256.000000000000000,4948298.000000000000000,ORILLA CURSO DE AGUA,PASTIZAL,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.068000000000000,0.068000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.068000000000000
31,31.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,39.000000000000000,TROPERA,259426.000000000000000,4948068.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Accidentes electricos,1.9.3. CORTE DE CABLE POR CAIDA DE TENDIDO ELECTRICO O POSTACION,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.050500000000000,0.050500000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.050500000000000
32,32.000000000000000,2016.000000000000000,CONAF,11.000000000000000,112.000000000000000,11203.000000000000000,40.000000000000000,ISLA CLOTILDE,114635.000000000000000,5125312.000000000000000,OTROS,MATORRAL,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.800000000000000,0.600000000000000,0.600000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000
33,33.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,41.000000000000000,HUALTATAS,260522.000000000000000,4947123.000000000000000,TENDIDO ELECTRICO.,PASTIZAL,Accidentes electricos,1.9.4. CORTE DE CABLE POR OTRO ACCIDENTE O ACCION NO CLASIFICADA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.018000000000000,0.018000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.018000000000000
34,34.000000000000000,2016.000000000000000,CONAF,11.000000000000000,114.000000000000000,11401.000000000000000,42.000000000000000,PUENTE AVILES,253340.000000000000000,4836010.000000000000000,CAMINO PRINCIPAL,MATORRAL,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,300.000000000000000,800.000000000000000,1102.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1102.000000000000000
35,35.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,43.000000000000000,KM 3 BANDURRIAS,265865.000000000000000,4950460.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.085100000000000,0.085100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.085100000000000
36,36.000000000000000,2016.000000000000000,CONAF,11.000000000000000,111.000000000000000,11101.000000000000000,47.000000000000000,ENSENADA,258431.000000000000000,4936321.000000000000000,CAMINO SECUNDARIO,PASTIZAL,Actividades extincion incendios forestales   incendios estructurales u otros,1.6.3. INCENDIO ESTRUCTURAL (CAMPAMENTO FORESTAL CASA HABITACION U OTRAS EDIFICACIONES),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.560000000000000,0.560000000000000,0.000000000000000,0.240000000000000,0.240000000000000,0.800000000000000
37,37.000000000000000,2016.000000000000000,CONAF,11.000000000000000,113.000000000000000,11301.000000000000000,49.000000000000000,EL CARMEN,216355.000000000000000,4758085.000000000000000,CAMINO SECUNDARIO,DESECHOS,Faenas forestales,1.1.14. QUEMA ILEGAL CON OTROS FINES FORESTALES (QUEMA SANITARIA MANEJO DE VIDA SILVESTRE ETC.),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.858000000000000,0.000000000000000,0.000000000000000,0.858000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.858000000000000
38,38.000000000000000,2016.000000000000000,CONAF,11.000000000000000,113.000000000000000,11301.000000000000000,50.000000000000000,LA FRONTERA,271247.000000000000000,4756955.000000000000000,OTROS,MATORRAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,77.205000000000000,77.205000000000000,154.410000000000000,0.000000000000000,0.000000000000000,0.000000000000000,154.410000000000000
39,39.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12402.000000000000000,2.000000000000000,CRUCE CERRO GUIDO,251664.000000000000000,4333803.000000000000000,CAMINO SECUNDARIO,PASTIZAL,Incendios de causa desconocida,4.1.1. DESCONOCIDA (SE INVESTIGA PERO NO ES POSIBLE ESTABLECER LA CAUSA ORIGEN),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,3.500000000000000,5.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.500000000000000
40,40.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,3.000000000000000,DUMESTRE,264109.000000000000000,4258521.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Incendios de causa desconocida,4.1.1. DESCONOCIDA (SE INVESTIGA PERO NO ES POSIBLE ESTABLECER LA CAUSA ORIGEN),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000,0.300000000000000,0.100000000000000,0.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.500000000000000
41,41.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,4.000000000000000,EA. MARIA ILOURDES,244089.000000000000000,4253774.000000000000000,CAMINO SECUNDARIO,MATORRAL,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.140000000000000,0.000000000000000,0.140000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.140000000000000
42,42.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,8.000000000000000,CANADON BUENAS TARDES,259107.000000000000000,4265017.000000000000000,CAMINO PRINCIPAL,MATORRAL,Otras actividades,1.10.5. SOLDADURA Y MONTAJE DE ESTRUCTURAS VARIAS (TORRES DE ALTA TENSION OLEODUCTOS ETC.),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.050000000000000,0.050000000000000,0.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000
43,43.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,10.000000000000000,SENO OBSTRUCCI?N,268155.000000000000000,4237636.000000000000000,CAMINO PRINCIPAL,ARBOLADO NATURAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.020000000000000,0.000000000000000,0.000000000000000,0.020000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.020000000000000
44,44.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,11.000000000000000,DUMESTRE PARCELA 12,265731.000000000000000,4259254.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.020000000000000,0.020000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.020000000000000
45,45.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,15.000000000000000,SECTOR RAMON FREIRE,258477.000000000000000,4263876.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Incendios de causa desconocida,4.1.1. DESCONOCIDA (SE INVESTIGA PERO NO ES POSIBLE ESTABLECER LA CAUSA ORIGEN),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.010000000000000,0.010000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.010000000000000
46,46.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,18.000000000000000,EA. LAURITA,271910.000000000000000,4268416.000000000000000,CAMINO PRINCIPAL,PASTIZAL,Quema de desechos,1.8.1. QUEMA DE BASURAS DESECHOS VEGETALES U OTROS NO CLASIFICADOS (DISTINTOS DE VERTEDEROS O BASURALES AUTORIZADOS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.500000000000000,0.500000000000000,0.500000000000000,1.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.500000000000000
47,47.000000000000000,2016.000000000000000,CONAF,12.000000000000000,124.000000000000000,12401.000000000000000,19.000000000000000,SENO OBSTRUCCION EA LOS CANELOS,261912.000000000000000,4205088.000000000000000,FAENAS FORESTALES,MATORRAL,Faenas forestales,1.1.23. USO DE FUEGO EN ZONAS DE FAENAS FORESTAL (ALIMENTACION CALEFACCION OTROS),0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.000000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.500000000000000
